text,sentiment,set,prediction,prob_pos,prob_neg,certainty
"Operating profit totalled EUR 9.6 mn , down from EUR 42.0 mn the year before .",negative,test,negative,0.03305651247501373,0.9669435024261475,0.9338869899511337
"The price of raw material aluminium went up at the end of 2005 , but the company considers its outlook for 2006 favourable .",positive,train,positive,0.983951210975647,0.016048843041062355,0.9679023679345846
Nokia and Elisa will work together to bring a superior mobile gaming experience for Elisa customers .,positive,train,positive,0.9980825185775757,0.001917524728924036,0.9961649938486516
The measures result from decreased demand in technical design and product information .,negative,train,negative,0.02377173863351345,0.9762282371520996,0.9524564985185862
Grapevine city officials in September approved $ 35 million in tax rebates and grants for the expansion .,positive,train,positive,0.9950555562973022,0.004944463260471821,0.9901110930368304
"YIT 's Baltic sales in the first three quarters of 2008 totaled 106.2 million euros , representing a drop of 29 percent year on year .",negative,train,negative,0.07197858393192291,0.9280213713645935,0.8560427874326706
"The total area of the Gorelovo plant is about 22,000 sq m. Atria invested about EURO 70mn in the plant , which should double Atria Russia 's production capacity in the St Petersburg area .",positive,test,positive,0.9808370471000671,0.01916288584470749,0.9616741612553596
"Ragutis , which is based in Lithuania 's second-largest city Kaunas , boosted its sales last year 22.3 per cent to 36.4 million liters .",positive,train,positive,0.9731261134147644,0.026873920112848282,0.9462521933019161
"On the other hand , Montevideo said that having the two mills working in the area will generate jobs .",positive,train,positive,0.6770042777061462,0.322995662689209,0.35400861501693726
Scanfil issued a profit warning on 10 April 2006 .,negative,train,negative,0.009047838859260082,0.9909521341323853,0.9819042952731252
"The Dutch broker noted that Nokian Tyres reported a good first quarter in 2006 , above or in line with consensus .",positive,train,positive,0.9779556393623352,0.022044381126761436,0.9559112582355738
"2010 16 July 2010 Finnish steel maker Rautaruukki Oyj HEL RTRKS , or Ruukki , said today it turned to a net profit of EUR20m in the second quarter of 2010 from a net loss of EUR94m in the corresponding period last year .",positive,train,positive,0.9394854307174683,0.06051457300782204,0.8789708577096462
The company reports a loss for the period of EUR 0.4 mn compared to a loss of EUR 1.9 mn in the corresponding period in 2005 .,positive,train,negative,0.12767210602760315,0.8723279237747192,0.7446558177471161
"And earlier this month , the company signed a deal with India-based information technology services giant Wipro Technologies to transfer and sell its radio access related R&D activities in Berlin .",positive,train,positive,0.9990743398666382,0.0009256427874788642,0.9981486970791593
Cramo slipped to a pretax loss of EUR 6.7 million from a pretax profit of EUR 58.9 million .,negative,train,negative,0.000836902589071542,0.9991631507873535,0.998326248198282
Okmetic expects its net sales for the first half of 2009 to be less than in 2008 .,negative,test,positive,0.9304563999176025,0.06954353302717209,0.8609128668904305
"In China , Finnish Kone that provides elevators , escalators , and solutions for modernisation and maintenance will build 342 escalators that will be installed in a high-speed railway section between Beijing and Shanghai in a 1.5 years ' time .",positive,train,positive,0.9920440912246704,0.007955892011523247,0.9840881992131472
Diluted EPS rose to EUR3 .68 from EUR0 .50 .,positive,train,positive,0.9985108971595764,0.0014890357851982117,0.9970218613743782
Stockmann MasterCard has widened the scope of this cooperation to Estonia and Latvia .,positive,test,positive,0.9991154074668884,0.0008846253040246665,0.9982307821628638
With the new production plant the company would increase its capacity to meet the expected increase in demand and would improve the use of raw materials and therefore increase the production profitability .,positive,test,positive,0.9992795586585999,0.0007204685243777931,0.9985590901342221
"We are honored to be recognized by Gartner as a specialist in Business Process Modeling and Analysis , in the company of many of the largest software vendors in the world .",positive,train,positive,0.9992213249206543,0.0007786690257489681,0.9984426558949053
"With the extension of the new contract for a further eight engines , the plant will now produce over 100 MW , it said .",positive,train,positive,0.9982942938804626,0.001705742790363729,0.9965885510900989
"Finnish plumbing and heating systems supplier Uponor 's net sales in continuing business operations decreased to EUR 249.1 mn in July-September 2008 , compared to EUR 262.1 mn in the third quarter of 2007 .",negative,train,negative,0.0038618610706180334,0.9961381554603577,0.9922762943897396
"According to the company , in addition to normal seasonal fluctuation the market situation has weakened during autumn 2008 .",negative,train,negative,0.0840160995721817,0.9159839153289795,0.8319678157567978
"The long-standing partnership and commitment enable both parties to develop their respective operations , and ESL Shipping will also have the opportunity to update its fleet and improve its efficiency .",positive,test,positive,0.9998818635940552,0.0001181150073534809,0.9997637485867017
"Under the terms of the off-take agreement with Talvivaara , Cameco will provide an up-front investment , to a maximum of $ 60 million , to cover the construction cost of the uranium extraction circuit .",positive,train,positive,0.9986949563026428,0.0013050547568127513,0.9973899015458301
Operating loss amounted to EUR 0.7 mn compared to a profit of EUR 0.8 mn in the second quarter of 2005 .,negative,train,negative,0.02090633474290371,0.979093611240387,0.9581872764974833
The members of the management team will contribute to the adjustment measures with temporary salary cut of 5 % .,positive,train,positive,0.9736132621765137,0.026386713609099388,0.9472265485674143
7 March 2011 Finnish IT company Digia Oyj HEL DIG1V announced today an agreement with mobile-phone major Nokia Oyj HEL NOK1V to acquire the commercial licensing and service business related to Nokia 's Qt technology .,positive,train,positive,0.9924546480178833,0.007545337546616793,0.9849093104712665
First quarter underlying operating profit rose to 41 mln eur from 33 mln a year earlier .,positive,train,positive,0.996864378452301,0.0031355537939816713,0.9937288246583194
"Upgrades include a five megapixel camera , voice control , and what looks to be an optical mouse instead a D-pad an upgrade click-happy S60 has needed forever .",positive,train,positive,0.9912749528884888,0.008725040592253208,0.9825499122962356
"In Finland , metal sector company Componenta is laying off temporarily the staff of its Pori mill from Christmas 2008 till 6 January 2009 .",negative,train,negative,0.0001798521407181397,0.9998201727867126,0.9996403206459945
Technical indicators for the stock are bullish and S&P gives NOK a positive 4 STARS out of 5 buy ranking .,positive,test,positive,0.9651449918746948,0.034854985773563385,0.9302900061011314
This is a much better process than using virgin paper as it requires less transportation of wood pulp from places like Finland and Canada .,positive,train,positive,0.9491773247718811,0.050822727382183075,0.898354597389698
"Operating profit totaled EUR 6.7 mn , down from EUR 7.2 mn in the corresponding period in 2005 .",negative,test,negative,0.1286521703004837,0.8713477849960327,0.742695614695549
"Finnish retailer Stockmann has won approval from the board of Swedish rival Lindex for a public tender offer with the aim of expanding the companies ' presence in Russia and other CEE countries , Stockmann said Monday .",positive,test,positive,0.9987213015556335,0.0012786862207576632,0.9974426153348759
"Also , it is bringing in '' the right kind of people '' to upgrade its human resources .",positive,test,positive,0.9952672719955444,0.004732755944132805,0.9905345160514116
"As production of other products will continue normally , temporary lay-offs concern simultaneously at most 80 employees .",negative,train,negative,0.0007178744999691844,0.99928218126297,0.9985643067630008
TeliaSonera has secured deliveries for 4G modems with support for 3G and 2G during the second quarter 2010 .,positive,test,positive,0.9912522435188293,0.00874777790158987,0.9825044656172395
"Operating loss totaled EUR 0.8 mn , compared to a profit of EUR 0.5 mn .",negative,train,negative,0.061328332871198654,0.9386716485023499,0.8773433156311512
"Via the Satlan acquisition , Teleste plans to further expand its market presence as a video services partner for cable operators , broadcasters and IPTV service providers .",positive,train,positive,0.9997281432151794,0.00027183303609490395,0.9994563101790845
Operating cash flow after investments totalled EUR 61.3 mn compared to EUR 75.3 mn in the corresponding period in 2007 .,negative,train,negative,0.32804074883461,0.6719592809677124,0.3439185321331024
"Profit for the period was EUR 5.9 mn , up from EUR 1.3 mn .",positive,train,positive,0.9801549315452576,0.01984505169093609,0.9603098798543215
The 2015 target for net sales has been set at EUR 1bn and the target for return on investment at over 20 % .,positive,train,positive,0.9495026469230652,0.05049731582403183,0.8990053310990334
The repurchases shall decrease the distributable capital and reserves .,negative,train,negative,0.059819240123033524,0.940180778503418,0.8803615383803844
"At first the contract envisaged the construction of three ferryboats with an option for two more units , further confirmed at a total value of 500 mln euro ( $ 645.8 mln ) .",positive,train,positive,0.9902275800704956,0.009772473014891148,0.9804551070556045
It is in line with its plans to focus on selected growth segments and streamline corporate structure .,positive,test,positive,0.9989047050476074,0.0010952793527394533,0.997809425694868
"Finnish Sampo Bank , of Danish Danske Bank group , reports profit before taxes of EUR 152.3 mn in 2010 , up from EUR 32.7 mn in 2009 .",positive,train,positive,0.7926300168037415,0.20736998319625854,0.5852600336074829
The expansion includes the doubling of the floor space and the addition of more lifting capacity and production equipment .,positive,train,positive,0.9988678693771362,0.0011320991907268763,0.9977357701864094
"In the first nine months of 2010 , the company 's net loss narrowed to EUR 415,000 from EUR 7.4 million for the corresponding period of 2009 .",positive,train,positive,0.9877116084098816,0.012288447469472885,0.9754231609404087
"Commission income decreased to EUR 3.8 mn , compared to EUR 4.6 mn in the third quarter of 2007 .",negative,train,negative,0.011060110293328762,0.9889398217201233,0.9778797114267945
"According to a report by Neomarkka , Kuitu Finland 's customers are interested in buying the company 's products when it restarts production .",positive,train,positive,0.9688636064529419,0.031136423349380493,0.9377271831035614
Finnish OKO bank has signed a cooperation agreement with Raiffeisen concerning Finnish companies ' investments in Russia .,positive,train,positive,0.9966185092926025,0.003381442278623581,0.993237067013979
Diluted earnings per share ( EPS ) rose to EUR 0.52 versus EUR 0.09 .,positive,test,positive,0.9905492663383484,0.009450714103877544,0.9810985522344708
"Comparable operating profit totaled EUR 4.7 mn , down from EUR 5.1 mn in the corresponding period in 2005 , representing 7.4 % of net sales .",negative,test,negative,0.04295814782381058,0.95704185962677,0.9140837118029594
"'' Our extensive co-operation will also bolster SysOpen Digia 's position in the domestic operator market , '' Kallioranta adds .",positive,train,positive,0.9973375201225281,0.0026624302845448256,0.9946750898379833
Export declined by 6 percent to 16.4 million liters .,negative,train,negative,0.0073093450628221035,0.9926906228065491,0.985381277743727
"Suominen Corporation estimates that the cost-cutting program that started in autumn 2005 , higher sales prices , and expected growth in volume of Wet Wipes , will make the company 's operations more profitable .",positive,train,positive,0.9443991184234619,0.055600855499506,0.8887982629239559
The ISO certification demonstrates that we are moving forward in our quality commitments to our customers . ',positive,train,positive,0.9918105006217957,0.008189513348042965,0.9836209872737527
With this acquisition Panostaja Oyj further expands its business area specialising in digital printing .,positive,train,positive,0.9996777772903442,0.0003222761151846498,0.9993555011751596
"EBITDA for the year 2009 improved to EUR484m , as compared with EUR472m in 2008 .",positive,train,positive,0.9835637807846069,0.016436200588941574,0.9671275801956654
"The total headcount reduction will be 50 persons , the company said .",negative,train,negative,0.2694949805736542,0.7305049896240234,0.46101000905036926
"The Brazilian unit of Finnish security solutions provider F-Secure signed up 1,500 new clients last year , online news source Reseller Web quoted the division 's commercial director , Vladimir Brand+_o , as saying .",positive,train,positive,0.9703734517097473,0.02962655760347843,0.9407468941062689
Operating profit rose to EUR 13.1 mn from EUR 8.7 mn in the corresponding period in 2007 representing 7.7 % of net sales .,positive,train,positive,0.9910105466842651,0.0089894849807024,0.9820210617035627
The offer represents a premium of 24 % over the stock 's closing price on Friday .,positive,train,positive,0.954905092716217,0.04509498178958893,0.9098101109266281
The net sales of the whole fiscal year 2008 will be lower than in 2007 and operating profit is estimated to be negative .,negative,train,negative,0.19601671397686005,0.8039832711219788,0.6079665571451187
TeliaSonera is the leading telecommunications company in the Nordic and Baltic regions .,positive,train,positive,0.9983487129211426,0.0016512672882527113,0.9966974456328899
Loss after taxes amounted to EUR 1.2 mn compared to a loss of 2.6 mn .,positive,test,negative,0.024537360295653343,0.9754626154899597,0.9509252551943064
Finnlines estimated in its annual general meeting that 2008 will be financially a tough year due to large investments .,negative,train,negative,0.004383604042232037,0.9956164360046387,0.9912328319624066
"The report provides a comprehensive insight into the company , including business structure and operations , executive biographies and key competitors .",positive,test,positive,0.993224024772644,0.0067760031670331955,0.9864480216056108
"Operating profit for the 12-month period decreased from EUR5 .4 m while net sales increased from EUR62 .0 m , as compared to the financial year 2004 .",negative,test,negative,0.013359609991312027,0.9866403937339783,0.9732807837426662
"Under the agreement GeoSentric will provide GyPSii-powered hotel information and reservation services to visitors to China , including such popular cities as Beijing and Shanghai .",positive,train,positive,0.9955066442489624,0.004493377637118101,0.9910132666118443
Pretax loss totalled EUR 162.3 mn compared to a profit of EUR 253.5 mn in 2007 .,negative,train,negative,0.02795933559536934,0.9720406532287598,0.9440813176333904
"Russia 's top container shipping group , Fesco , and Finnish logistics company Nurminen Logistics have started a pilot project offering clients direct intermodal transportation service from Finland to Asia Pacific countries , Fesco said in a statement .",positive,train,positive,0.9907483458518982,0.00925163459032774,0.9814967112615705
"In December alone , the members of the Lithuanian Brewers ' Association sold a total of 20.3 million liters of beer , an increase of 1.9 percent from the sales of 19.92 million liters in December 2004 .",positive,train,positive,0.9883717894554138,0.011628186330199242,0.9767436031252146
"On Wednesday he announced that the government would propose granting a licence for two reactors , one to be built by Fennovoima , and the other by TVO .",positive,train,positive,0.997105062007904,0.0028949882835149765,0.9942100737243891
"The dollar fell , though , against the pound and the yen .",negative,train,negative,0.0013515036553144455,0.998648464679718,0.9972969610244036
Return on investment was 16.6 % compared to 15.8 % in 2004 .,positive,test,positive,0.6314257383346558,0.3685743510723114,0.26285138726234436
"M-real Corporation Press release on 3 November at 10:35 am M-real Corporation was the second best company in the materials sector including e.g. forest industry companies in the Carbon Disclosure Leadership Index CDLI , Nordic Report 2009 .",positive,train,positive,0.9649073481559753,0.03509268909692764,0.9298146590590477
"efficiency improvement measures 20 January 2010 Finnish stationery and gift retailer Tiimari HEL TII1V said today that it will continue to improve its operational efficiency , by focusing on its profitable core operations .",positive,test,positive,0.9913535714149475,0.008646458387374878,0.9827071130275726
The acquisition is part of Ramirent 's strategy to strengthen its position in selected locations .,positive,train,positive,0.9999083280563354,9.166166273644194e-05,0.999816666393599
M-real 's sales are expected to have increased by 4 % year-on-year to EUR609m in the second quarter of 2010 .,positive,train,positive,0.9894456267356873,0.010554357431828976,0.9788912693038583
21 December 2010 Finnish industrial machinery company Wartsila Oyj Abp HEL WRT1V said yesterday it had won an order to design a liquefied natural gas LNG powered platform supply vessel PSV for Norwegian oil service provider Eidesvik Offshore ASA OSL EIOF .,positive,train,positive,0.9956998825073242,0.004300180356949568,0.9913997021503747
4G allows customers to use mobile broadband services with speeds up to ten times higher than with today 's 3G .,positive,test,positive,0.9911665320396423,0.008833437226712704,0.9823330948129296
The company 's advantage in pricing can be seen in the significantly lower prices offered by the new unmanned stations .,positive,train,positive,0.9817485213279724,0.018251514062285423,0.963497007265687
"'' Our decision and resolve on MeeGo is only stronger , '' she continued .",positive,train,positive,0.8695589303970337,0.1304411143064499,0.7391178160905838
The soapstone deposits in the Medvezhyegorsk area are expected to increase Tulikivi 's current reserves considerably .,positive,train,positive,0.9967616200447083,0.003238382050767541,0.9935232379939407
"The seminar introduced modern , clean technologies and products , financial tools and sponsorship programs for energy and environment projects as well as the potential to develop clean energy in Vietnam .",positive,train,positive,0.9989272952079773,0.001072651008144021,0.9978546441998333
"In the second quarter of 2010 , the group 's net profit rose to EUR3 .1 m from EUR2 .5 m in April-June 2009 .",positive,train,positive,0.9954582452774048,0.004541782662272453,0.9909164626151323
"Finnish steel maker Rautaruukki Oyj ( HEL RTRKS ) , or Ruukki , said today its net loss contracted to EUR 49 million ( USD 68.2 m ) for the first nine months of 2010 from EUR 229 million for the same period a year ago .",positive,train,positive,0.916475772857666,0.08352424949407578,0.8329515233635902
"Operating profit decreased to nearly EUR 1.7 mn , however .",negative,train,negative,0.006473342422395945,0.9935266971588135,0.9870533547364175
credit 20 November 2009 Finnish glass technology company Glaston Oyj Abp ( HEL GLA1V ) said today it concluded a EUR74m revolving credit facility agreement with its core banks .,positive,train,positive,0.984637439250946,0.01536253560334444,0.9692749036476016
These moderate but significant changes resulted in a significant 24-32 % reduction in the estimated CVD risk .,positive,train,positive,0.7211031317710876,0.27889686822891235,0.4422062635421753
Finnish business software group AffectoGenimap Oyj said its net profit halved to 1.2 mln euro ( $ 1.5 mln ) in the first nine months of 2006 from 2.2 mln euro ( $ 2.8 mln ) in the same period of 2005 .,negative,train,negative,0.06779573112726212,0.9322043061256409,0.8644085749983788
They are also upset that some of the machinery and work is taken over to Poland .,negative,train,negative,0.0794658362865448,0.9205341935157776,0.8410683572292328
'' The CHF is a great product .,positive,train,positive,0.9973803162574768,0.0026197086554020643,0.9947606076020747
"Operating profit was EUR 24.5 mn , up from EUR 23.0 mn .",positive,train,positive,0.9968944787979126,0.003105537500232458,0.9937889412976801
"However , this increases signaling traffic which wastes network resources and allows fewer smartphones to connect .",negative,train,negative,0.15778863430023193,0.8422113656997681,0.6844227313995361
"' This is a repeat order to follow successfully installed 159 elevators in the same Delhi metro system , ' Kone spokeswoman told Thomson Financial News .",positive,train,positive,0.997642457485199,0.0023575625382363796,0.9952848949469626
"Stora Enso R shares rose 1.20 pct to 11.84 eur , UPM-Kymmene was also dragged higher , rising 1.68 pct to 17.56 eur and M-Real B added 2.38 pct to 4.30 eur .",positive,train,positive,0.9918158650398254,0.008184115402400494,0.983631749637425
Certain shareholders have irrevocably agreed to vote in favor of the bond issue .,positive,train,positive,0.8134710788726807,0.18652890622615814,0.6269421726465225
"HELSINKI Thomson Financial Shares in Cargotec fell sharply in early afternoon trade after the cargo handling group posted a surprise drop in April-June profits , which overshadowed the large number of new orders received during the three months .",negative,train,negative,0.0014879360096529126,0.9985120892524719,0.997024153242819
"Dirk Jones , head of Financial Institutions Client Sales Management , GTS , Citigroup , Inc , said , ' Citi is extremely pleased to be providing global custody services to Pohjola Group Bank .",positive,train,positive,0.9982011318206787,0.0017988175386562943,0.9964023142820224
"EPS from continuing operations came in at 0.30 eur , up from 0.17 .",positive,train,positive,0.9988259673118591,0.0011740756453946233,0.9976518916664645
Viking Line has canceled some services .,negative,train,negative,0.019230391830205917,0.9807696342468262,0.9615392424166203
"Russian export duties will activate harvesting in Finland , and sales in Russia will increase also .",positive,test,positive,0.9958849549293518,0.004115002695471048,0.9917699522338808
Earnings per share EPS in 2005 decreased to EUR0 .66 from EUR1 .15 in 2004 .,negative,train,negative,0.016818370670080185,0.9831816554069519,0.9663632847368717
"Key shareholders of Finnish IT services provider TietoEnator Oyj on Friday rejected a hostile EUR1 .08 billion $ 1.67 billion offer from buyout shop Nordic Capital , giving new life to a possible counter offer from Blackstone Group LP and Norwegian telecom Telenor ASA .",positive,train,positive,0.9847223162651062,0.015277748927474022,0.9694445673376322
"Lifetree was founded in 2000 , and its revenues have risen on an average by 40 % with margins in late 30s .",positive,train,positive,0.8445109724998474,0.1554890275001526,0.6890219449996948
"IT services firm TietoEnator was bucking the general trend , holding flat at 22.70 eur , after slipping back from earlier gains .",negative,train,negative,0.1924804151058197,0.8075196146965027,0.615039199590683
A high court in Finland has fined seven local asphalt companies more than lion ( $ 117 million ) for operating a cartel .,negative,test,positive,0.8030417561531067,0.1969582736492157,0.606083482503891
"According to A-Rehu 's Managing Director , Jouko Lahtinen , the project will stabilise costs and improve supply security .",positive,train,positive,0.9844387173652649,0.015561264008283615,0.9688774533569813
"The CL51 is designed to measure cloud base height and vertical visibility in all weather conditions , which makes it an ideal instrument for meteorological applications that rely on reliable cloud height detection .",positive,train,positive,0.9895337224006653,0.010466290637850761,0.9790674317628145
"Due to market conditions , the company will also temporarily lay off about 3,200 people at different sites .",negative,test,negative,0.0009995040018111467,0.9990004897117615,0.9980009857099503
Operating profit fell to EUR 6.2 mn from EUR 8.5 mn in the third quarter of 2007 .,negative,train,negative,0.0006743299309164286,0.9993256330490112,0.9986513031180948
"During the strike , Finnair estimates to incur a net loss of between EUR2m and EUR2 .5 m per day .",negative,train,negative,0.20166027545928955,0.7983397245407104,0.5966794490814209
As a result some 20 persons will no longer be needed .,negative,train,negative,0.08630526810884476,0.9136947989463806,0.8273895308375359
8 May 2009 Finnish liquid handling products and diagnostic test systems maker Biohit Oyj ( HEL BIOBV ) said today ( 8 May 2009 ) its net loss narrowed to EUR0 .1 m ( USD0 .14 m ) for the first quarter of 2009 from EUR0 .4 m for the same period of 2008 .,positive,train,positive,0.8020253777503967,0.19797460734844208,0.6040507704019547
"Demand seems to have hit bottom now , and some signs of improvement can be seen .",positive,train,positive,0.8613532185554504,0.13864679634571075,0.7227064222097397
"According to CEO Kai Telanne , the company 's newspapers achieved the best financial result ever .",positive,train,positive,0.983585000038147,0.01641503907740116,0.9671699609607458
"The Australian company Mirabela Nickel has awarded Outokumpu Technology a contract for grinding technology for its nickel sulfide project in Bahia State , Brazil .",positive,test,positive,0.9986458420753479,0.0013541921507567167,0.9972916499245912
"Loss after financial items totalled EUR 9.7 mn , compared to a profit of EUR 1.3 mn in the corresponding period in 2008 .",negative,train,negative,0.06672446429729462,0.9332755208015442,0.8665510565042496
The majority of the company 's personnel in Finland is temporarily laid off from one to six weeks in the period from February to June 2009 period .,negative,train,negative,0.0021356609649956226,0.997864305973053,0.9957286450080574
"Earnings per share ( EPS ) for the first quarter 2007 amounted to EUR0 .07 , up from EUR0 .04 .",positive,train,positive,0.9471955299377441,0.052804429084062576,0.8943911008536816
"Operating profit , excluding non-recurring items , totaled EUR 0.2 mn , down from EUR 0.8 mn in the corresponding period in 2006 .",negative,test,negative,0.006167746614664793,0.9938322305679321,0.9876644839532673
"The staff reduction will start immediately , Glaston added .",negative,train,negative,0.05803624540567398,0.9419637322425842,0.8839274868369102
Ramirent is the leading construction machinery rental company in Finland with annual sales of EUR 134 million in 2009 and operating nationwide through 83 outlets and 612 employees .,positive,train,positive,0.9971338510513306,0.002866144524887204,0.9942677065264434
One of the challenges in the oil production in the North Sea is scale formation that can plug pipelines and halt production .,negative,train,negative,0.47045689821243286,0.5295431017875671,0.05908620357513428
The situation of coated magazine printing paper will continue to be weak .,negative,train,negative,0.11818251758813858,0.8818174600601196,0.763634942471981
"SRV will raise its holding in the company so that by the summer of 2008 , it will have a majority .",positive,train,positive,0.9986414313316345,0.001358627574518323,0.9972828037571162
"ADP News Feb 13 , 2009 Finnish retailer Kesko Oyj HEL KESBV said today its total sales , excluding value added tax VAT , stood at EUR 661.3 million USD 853.1 m in January 2009 , down 15.2 % year-on-yea",negative,train,negative,0.0020826098043471575,0.9979173541069031,0.9958347443025559
Passenger volumes rose by 8.4 % in the accounting period .,positive,train,positive,0.990145742893219,0.009854261763393879,0.9802914811298251
"'' We love Activision 's fresh , colorful approach to Rapala We Fish , '' said Kelly Brockpahler , Rapala .",positive,train,positive,0.9932447075843811,0.006755332462489605,0.9864893751218915
"Profit for the period was EUR 10.9 mn , down from EUR 14.3 mn in 2009 .",negative,train,negative,0.06959766894578934,0.9304023385047913,0.8608046695590019
Finnish consumer packaging manufacturer Huhtamaki Oyj said it swung to a net profit of 84.1 mln euro $ 105.6 mln in the first nine months of 2006 from a net loss of 2.6 mln euro $ 3.3 mln in the same period of 2005 .,positive,train,positive,0.9560035467147827,0.0439964197576046,0.9120071269571781
Finnish pharmaceuticals company Orion 's net sales rose to EUR 190mn in the first quarter of 2009 from EUR 180mn in the first quarter of 2008 .,positive,test,positive,0.9713819622993469,0.02861798368394375,0.9427639786154032
"In Sweden , operating profit for the period under review totaled EUR 3.4 mn , up 30.8 % from the corresponding period in 2005 .",positive,test,negative,0.35519352555274963,0.644806444644928,0.28961291909217834
Finnish Bank of +_land reports its operating profit rose to EUR 21.3 mn in the second quarter of 2009 from EUR 6.1 mn in the corresponding period in 2008 .,positive,test,positive,0.6913489103317261,0.3086510896682739,0.38269782066345215
"Cerberus Capital Management LP-backed printing paper maker NewPage Corp. has posted mixed second-quarter results , casting a cloud over its planned initial public offering .",negative,train,negative,0.017274098470807076,0.9827258586883545,0.9654517602175474
Sony Ericsson and Nokia dominated the list of best-selling handsets with five models each .,positive,train,positive,0.9893725514411926,0.010627473704516888,0.9787450777366757
Cash flow from operating activities is estimated to be positive .,positive,train,positive,0.9901602864265442,0.00983969122171402,0.9803205952048302
"'' Last year , Finnair recorded a 32.6-percent growth on the Asian sector , carrying more than 1.10 million passengers between the two continents . ''",positive,train,positive,0.9795093536376953,0.02049064077436924,0.9590187128633261
"In Finland , snow storms brought trees down on power lines , cutting off electricity for some 2,000 households .",negative,train,negative,0.0035684111062437296,0.9964315891265869,0.9928631780203432
"Bilfinger investors cheered the agreement , pushing shares up 7 % , or euro ; 3.30 , to euro ; 50.29 , in afternoon trade .",positive,test,positive,0.8309769630432129,0.16902296245098114,0.6619540005922318
Brazilian mobile player Telemig Celular yesterday announced that it has selected Finnish software developer Tecnomen Oyj to expand its prepaid billing system .,positive,test,positive,0.9985626339912415,0.0014373973244801164,0.9971252366667613
"Quarterly diluted EPS on continuing operations came in at 0.21 eur , compared with last year 's 0.12 eur .",positive,train,positive,0.9471086859703064,0.052891287952661514,0.8942173980176449
"Stockmann and Swedish sector company AB Lindex entered into an agreement on September 30 , 2007 , whereby Stockmann , or a wholly-owned subsidiary of it , will make a public tender offer for all of Lindex 's issued shares .",positive,train,positive,0.9972078204154968,0.0027921744622290134,0.9944156459532678
"Meanwhile , Nokia said that it will be able to deliver a complete range of services from deployment operations to consulting and integration to managed services as a result of the buyout .",positive,train,positive,0.9983758926391602,0.001624086289666593,0.9967518063494936
It is also 7.7 pct above the 12-month volume weighted average price of the stock .,positive,train,positive,0.7313981652259827,0.2686018645763397,0.46279630064964294
Lean System supports change management and component purchasing extremely well .,positive,train,positive,0.9952534437179565,0.0047465963289141655,0.9905068473890424
"Its board of directors will propose a dividend of EUR0 .12 per share for 2010 , up from the EUR0 .08 per share paid in 2009 .",positive,train,positive,0.9894489049911499,0.010551131330430508,0.9788977736607194
"According to Aktia Asset Management , Finnish analysts ' forecasts for 2009 are still too high .",negative,test,negative,0.49354371428489685,0.5064563155174255,0.012912601232528687
NASDAQ-listed Yahoo Inc has introduced a new service that enables Malaysians to take their favorite Internet content and services with them on their mobile phones .,positive,train,positive,0.996569037437439,0.003430920885875821,0.9931381165515631
Full-year operating result for 2008 was 3.6 million negative .,negative,test,positive,0.8183110356330872,0.18168897926807404,0.6366220563650131
"Vaisala Oyj Press Release September 30 , 2010 Vaisala has signed a contract to sell its oxygen measurement technology and business to SICK Maihak GmbH .",positive,train,positive,0.9988566637039185,0.001143370638601482,0.997713293065317
"'' This is a significant milestone for Benefon , helping us to secure critical USP 's for our personal navigation product roadmap for 2007 and beyond , '' commented Simon Button , Chief Technology Officer at Benefon .",positive,train,positive,0.9989639520645142,0.0010361021850258112,0.9979278498794883
"'' The margarine business has been put into good shape in the last two years , making it a natural addition to Bunge , which is looking to leverage its position in the Central and Northern European markets , '' Raisio CEO Matti Rihko said in a statement .",positive,train,positive,0.9979793429374695,0.002020719228312373,0.9959586237091571
"Nokia also noted the average selling price of handsets declined during the period , though its mobile phone profit margin rose to more than 22 percent from 13 percent in the year-ago quarter .",positive,train,positive,0.9509089589118958,0.04909104108810425,0.9018179178237915
"The iTunes-based material will be accessible on Windows-based or Macintosh computers and transferable to portable devices , including Apple 's iPods .",positive,train,positive,0.9911229610443115,0.008877059444785118,0.9822459015995264
"Of the price , Kesko 's share is 10 mln euro $ 15.5 mln and it will recognize a gain of 4.0 mln euro $ 6.2 mln on the disposal which will be included in the result for the second quarter of 2008 .",positive,train,positive,0.9842731952667236,0.015726765617728233,0.9685464296489954
"This new representation extends Comptel 's global presence to a total of 18 countries , serving over 250 customers in over 80 countries worldwide .",positive,train,positive,0.9993281364440918,0.000671893882099539,0.9986562425619923
"Consumer products manufacturer Fiskars Corp. will open a distribution and warehouse center in Southaven , creating 100 jobs .",positive,train,positive,0.991880476474762,0.00811953004449606,0.9837609464302659
"By 14:29 CET on Monday , shares in Bavarian Nordic had climbed 1.21 % to DKK250 on the stock exchange in Copenhagen after having lost 7.41 % in the past month .",positive,train,positive,0.876060426235199,0.12393954396247864,0.7521208822727203
SysOpen Digia had signed an agreement with the main shareholders of Sentera holding in total 77.39 % of the share capital and votes of Sentera .,positive,train,positive,0.996756374835968,0.003243563696742058,0.993512811139226
"Metrics in QPR ScoreCard now support date , text and milestone-based values , which improve its support for managing projects around performance or process-related content .",positive,train,positive,0.996647298336029,0.0033527459017932415,0.9932945524342358
The transactions would increase earnings per share in the first quarter by some EUR0 .28 .,positive,train,positive,0.9945657253265381,0.005434263031929731,0.9891314622946084
